JobTitle,JobYear,JobLink,JobType,JobField,JobSource,JobLink_norm
University of Arizona (AZ) - Visiting Professor of Poetry - Poetry (Spring 2019),2019,//uacareers.com/postings/32585,TT,Creative Writing,Wiki,//uacareers.com/postings/32585
"University of Central Florida (FL) - Instructor or Lecturer, Creative Writing (Screenwriting) (COMPLETED)",2019,//www.oie.ucf.edu/documents/PresidentsStatement.pdf | //www.jobswithucf.com/postings/55423,TT,Creative Writing,Wiki,//www.oie.ucf.edu/documents/PresidentsStatement.pdf | //www.jobswithucf.com/postings/55423
"University of Chicago (IL) - Assistant Professor of Practice in the Arts, Department of English, Program in Creative Writing - CAMPUS VISIT STAGE",2019,,TT,Creative Writing,Wiki,
University of Illinois at Urbana-Champaign (IL) - Visiting Assistant Professor in Poetry (begin Jan. 2019),2019,https://www.higheredjobs.com/faculty/details.cfm?JobCode=176769663&Title=College%20of%20Liberal%20Arts%20and%20Sciences%3A%20Visiting%20Assistant%20Professor%20-%20Poetry%2C%20Department%20of%20English%20%28%20F1800073%20%29,Non-TT,Creative Writing,Wiki,https://www.higheredjobs.com/faculty/details.cfm?JobCode=176769663&Title=College%20of%20Liberal%20Arts%20and%20Sciences%3A%20Visiting%20Assistant%20Professor%20-%20Poetry%2C%20Department%20of%20English%20%28%20F1800073%20%29
University of Michigan (MI) - Visiting Professor of Creative Writing (Poetry) - VIDEO INTERVIEW STAGE,2019,//lsa.umich.edu/english | //careers.umich.edu/job_detail/161367/visiting_professor_of_creative_writing_poetry | https://www.indeed.com/viewjob?jk=d3f3e3415684d0cd&tk=1ckiot6rk1btf0ok&from=recommendedjobs&vjs=3,TT,Creative Writing,Wiki,//lsa.umich.edu/english | //careers.umich.edu/job_detail/161367/visiting_professor_of_creative_writing_poetry | https://www.indeed.com/viewjob?jk=d3f3e3415684d0cd&tk=1ckiot6rk1btf0ok&from=recommendedjobs&vjs=3
University of North Carolina at Asheville (NC) - Visiting Assistant Professor of English - Prose Fiction (begin Jan. 2019) - POSITION FILLED,2019,https://careers.insidehighered.com/job/1606071/visiting-assistant-professor-of-english/,Non-TT,Creative Writing,Wiki,https://careers.insidehighered.com/job/1606071/visiting-assistant-professor-of-english/
University of Oregon (OR) - Visiting Assistant Professor in Fiction,2019,//academicjobsonline.org/ajo/jobs/12593,Non-TT,Creative Writing,Wiki,//academicjobsonline.org/ajo/jobs/12593
University of Pittsburgh (PA) - Fellowship in Creative Writing at the Center for African American Poetry and Poetics,2019,//apply.interfolio.com/54949,TT,Creative Writing,Wiki,//apply.interfolio.com/54949
West Virginia University (WV) - Visiting Assistant Professor of English/Creative Writing (Fiction) - begin Spring 2019,2019,//wvu.taleo.net/careersection/faculty/jobdetail.ftl?job=10135&tz=GMT-04%3A00 | https://www.higheredjobs.com/search/details.cfm?JobCode=176833740&Title=Visiting%20Assistant%20Professor%2F%20Creative%20Writing%20-%20Department%20of%20English,Non-TT,Creative Writing,Wiki,//wvu.taleo.net/careersection/faculty/jobdetail.ftl?job=10135&tz=GMT-04%3A00 | https://www.higheredjobs.com/search/details.cfm?JobCode=176833740&Title=Visiting%20Assistant%20Professor%2F%20Creative%20Writing%20-%20Department%20of%20English
[1],2019,,TT,Creative Writing,Wiki,
[2],2019,,TT,Creative Writing,Wiki,
Interlochen Arts Academy (MI) - Director of Creative Writing - OFFER ACCEPTED,2019,http://interlochenarts.force.com/jobs/VanaHCM__Job_Detail?Id=a7t4A000000GoeU | http://interlochenarts.force.com/jobs/VanaHCM__Job_Detail?Id=a7t4A000000GoeU,TT,Creative Writing,Wiki,http://interlochenarts.force.com/jobs/VanaHCM__Job_Detail?Id=a7t4A000000GoeU | http://interlochenarts.force.com/jobs/VanaHCM__Job_Detail?Id=a7t4A000000GoeU
"Lesley University (MA) - MFA Program Director/Assistant, Associate or Full Professor",2019,//lesley.interviewexchange.com/jobofferdetails.jsp?JOBID=104634&CNTRNO=1&TSTMP=1541610101479 | https://chroniclevitae.com/jobs/0000454143-01,TT,Creative Writing,Wiki,//lesley.interviewexchange.com/jobofferdetails.jsp?JOBID=104634&CNTRNO=1&TSTMP=1541610101479 | https://chroniclevitae.com/jobs/0000454143-01
Vermont College of Fine Arts (VT) - Director of the MFA in Writing Program - POSITION FILLED,2019,//vcfa.edu/about-vcfa/careers | https://www.higheredjobs.com/faculty/details.cfm?JobCode=176784362&Title=Program%20Director%2C%20MFA%20in%20Writing,TT,Creative Writing,Wiki,//vcfa.edu/about-vcfa/careers | https://www.higheredjobs.com/faculty/details.cfm?JobCode=176784362&Title=Program%20Director%2C%20MFA%20in%20Writing
University of Texas at Austin (TX) - Director of Undergraduate Creative Writing & Sr. Lecturer,2019,//apply.interfolio.com/60174,Non-TT,Creative Writing,Wiki,//apply.interfolio.com/60174
Young Harris College (GA) - TT Assistant Professor of Creative Writing and Program Coordinator,2019,//recruiting.myapps.paychex.com/appone/MainInfoReq.asp?R_ID=2430018 | mailto:Humanresources@yhc.edu,TT,Creative Writing,Wiki,//recruiting.myapps.paychex.com/appone/MainInfoReq.asp?R_ID=2430018 | mailto:Humanresources@yhc.edu
Q & A,2019,,TT,Creative Writing,Wiki,
Q: Expected Job Openings,2019,//academicjobsonline.org/ajo/jobs/12593,TT,Creative Writing,Wiki,//academicjobsonline.org/ajo/jobs/12593
Q: How terrible are these University application portals?,2019,,TT,Creative Writing,Wiki,
"Capital University (OH) - TT Asst. Professor of English, incl. Global Literature",2019,http://www.zoomerang.com/Survey/WEB22A2B2784NM | https://www.higheredjobs.com/faculty/details.cfm?JobCode=176868293&Title=Assistant%20Professor%2C%20English,TT,Anglophone,Wiki,http://www.zoomerang.com/Survey/WEB22A2B2784NM | https://www.higheredjobs.com/faculty/details.cfm?JobCode=176868293&Title=Assistant%20Professor%2C%20English
Universität Innsbruck (AUT) - University Professor of Anglophone Literatures,2019,mailto:fss-innrain52f@uibk.ac.at | http://www.uibk.ac.at/universitaet/zusatzleistungen/ | https://www.uibk.ac.at/fakultaeten-servicestelle/standorte/innrain52f/berufungen_habilitationen/ausschreibungstexte/1.2-britishanglophoneculturalstudies_at-de-lang-rektor-ok-2018-12-11.pdf | https://www.jobs.ac.uk/job/BOY240/university-professor-of-anglophone-literatures,TT,Anglophone,Wiki,mailto:fss-innrain52f@uibk.ac.at | http://www.uibk.ac.at/universitaet/zusatzleistungen/ | https://www.uibk.ac.at/fakultaeten-servicestelle/standorte/innrain52f/berufungen_habilitationen/ausschreibungstexte/1.2-britishanglophoneculturalstudies_at-de-lang-rektor-ok-2018-12-11.pdf | https://www.jobs.ac.uk/job/BOY240/university-professor-of-anglophone-literatures
Universität Leipzig (Leipzig University) (DEU) - TT (W2) Professorship in Contemporary British Literature in a Global and Postcolonial Context,2019,https://www.uni-leipzig.de/universitaet/arbeiten-an-der-universitaet-leipzig/stellenausschreibungen/,TT,Anglophone,Wiki,https://www.uni-leipzig.de/universitaet/arbeiten-an-der-universitaet-leipzig/stellenausschreibungen/
American University of Beirut (LEB) - Faculty Position in World/Comparative Literature (incl. Post-Colonial),2019,https://apply.interfolio.com/55644,TT,Anglophone,Wiki,https://apply.interfolio.com/55644
Amherst College (MA) - TT Asst. Professor - Global Modernist Literature -- SKYPE INTERVIEW STAGE,2019,https://apply.interfolio.com/54622 | http://www.amherst.edu/~english | https://chroniclevitae.com/jobs/0000442110-01,TT,Anglophone,Wiki,https://apply.interfolio.com/54622 | http://www.amherst.edu/~english | https://chroniclevitae.com/jobs/0000442110-01
Auburn University at Montgomery (AL) - TT Asst. Professor - Digital Humanities + Postcolonial Lit. and/or Victorian or Contemporary British Poetry - CAMPUS INTERVIEW STAGE,2019,"http://www.jobs.aum.edu/postings/3350 | http://www.cas.aum.edu/ | https://www.indeed.com/viewjob?t=Assistant+Professor+English&c=Auburn+University+Montgomery&l=Auburn,+AL&jk=3664b0b92038b2c1&rtk=1cn9q7gvn4s6ke39&from=rss",TT,Anglophone,Wiki,"http://www.jobs.aum.edu/postings/3350 | http://www.cas.aum.edu/ | https://www.indeed.com/viewjob?t=Assistant+Professor+English&c=Auburn+University+Montgomery&l=Auburn,+AL&jk=3664b0b92038b2c1&rtk=1cn9q7gvn4s6ke39&from=rss"
Bard College (NY) - TT Asst. Professor - Novel in English (Open Period / Region) - MLA INTERVIEWS SCHEDULED,2019,http://apply.interfolio.com/52329 | https://www.higheredjobs.com/faculty/details.cfm?JobCode=176764408&Title=Assistant%20Professor%20of%20Literature%2C%20Tenure-Track,TT,Anglophone,Wiki,http://apply.interfolio.com/52329 | https://www.higheredjobs.com/faculty/details.cfm?JobCode=176764408&Title=Assistant%20Professor%20of%20Literature%2C%20Tenure-Track
Bucknell University (PA) - TT Asst. Professor of English in Sexuality Studies and Literature (incl. Colonialism / Transnationalism),2019,,TT,Anglophone,Wiki,
California Polytechnic State University - San Luis Obispo (CA) - TT Asst. Professor - Global Anglophone Literature,2019,https://content-calpoly-edu.s3.amazonaws.com/academic-personnel/1/PDF/AdvancingFacultyDiversityClusterHireInformationandCal | http://english.calpoly.edu/ | http://apptrkr.com/h_a2k5v4i94lpqeo3q | https://www.higheredjobs.com/faculty/details.cfm?JobCode=176867159&Title=Assistant%20Professor%20of%20English%20-%20Global%20Anglophone%20%20Literatures,TT,Anglophone,Wiki,https://content-calpoly-edu.s3.amazonaws.com/academic-personnel/1/PDF/AdvancingFacultyDiversityClusterHireInformationandCal | http://english.calpoly.edu/ | http://apptrkr.com/h_a2k5v4i94lpqeo3q | https://www.higheredjobs.com/faculty/details.cfm?JobCode=176867159&Title=Assistant%20Professor%20of%20English%20-%20Global%20Anglophone%20%20Literatures
"California State University, Channel Islands (CA) - TT Assistant Professor in Anglophone/British and European Literature - ZOOM INTERVIEWS HELD",2019,https://csucareers.calstate.edu/Detail.aspx?pid=70192,TT,Anglophone,Wiki,https://csucareers.calstate.edu/Detail.aspx?pid=70192
"Central College (IA) - TT Asst. Professor - Global Anglophone and British Literature of the 19th, 20th, and 21st c. - POSITION FILLED",2019,https://central.interviewexchange.com/jobofferdetails.jsp;jsessionid=CCF26E92F1130407E047AA48E31407A8?JOBID=101424 | https://www.indeed.com/viewjob?jk=190812050fd6c378&tk=1cl1hq0f4b00m9ud&from=serp&vjs=3,TT,Anglophone,Wiki,https://central.interviewexchange.com/jobofferdetails.jsp;jsessionid=CCF26E92F1130407E047AA48E31407A8?JOBID=101424 | https://www.indeed.com/viewjob?jk=190812050fd6c378&tk=1cl1hq0f4b00m9ud&from=serp&vjs=3
"Clark University (MA) - TT Assistant Professor of English - American, British, or Global/Transnational Modernisms - SKYPE INTERVIEW STAGE",2019,https://www.clarku.edu/research/centers-and-institutes/ | https://www2.clarku.edu/departments/english/ | https://apply.interfolio.com/54826,TT,Anglophone,Wiki,https://www.clarku.edu/research/centers-and-institutes/ | https://www2.clarku.edu/departments/english/ | https://apply.interfolio.com/54826
Colby College (ME) - TT Asst. or Assoc. Professor - Anglophone World Literatures - CAMPUS INTERVIEW STAGE,2019,http://apply.interfolio.com/54082,TT,Anglophone,Wiki,http://apply.interfolio.com/54082
College of Wooster (OH) - TT Assistant Professor of English - 20-21 c. Global Anglophone Literatures - SKYPE INTERVIEW STAGE,2019,http://apply.interfolio.com/54872,TT,Anglophone,Wiki,http://apply.interfolio.com/54872
Durham University (UK) - Assistant Professor - Anglophone African and/or Caribbean Literature - CAMPUS INTERVIEWS SCHEDULED,2019,https://www.durham.ac.uk/jobs/recruitment/vacancies/engl19-52/?utm_source=HED&utm_medium=listing&utm_campaign=arc2018 | https://www.higheredjobs.com/faculty/details.cfm?JobCode=176813291&Title=Assistant%20Professor%20in%20African%20and%2For%20Caribbean%20Literature,TT,Anglophone,Wiki,https://www.durham.ac.uk/jobs/recruitment/vacancies/engl19-52/?utm_source=HED&utm_medium=listing&utm_campaign=arc2018 | https://www.higheredjobs.com/faculty/details.cfm?JobCode=176813291&Title=Assistant%20Professor%20in%20African%20and%2For%20Caribbean%20Literature
Grove City College (PA) - Full-Time Faculty Position - 20th-c. British/Anglophone Literature,2019,https://www.higheredjobs.com/faculty/details.cfm?JobCode=176802086&Title=English%20Faculty,TT,Anglophone,Wiki,https://www.higheredjobs.com/faculty/details.cfm?JobCode=176802086&Title=English%20Faculty
Kenyon College (OH) - TT Assistant Professor in 20th and 21st Century Global Anglophone Poetry and Poetics,2019,https://careers.insidehighered.com/job/1611090/assistant-professor-in-20th-and-21st-century-global-anglophone-poetry-and-poetics-tenure-track/,TT,Anglophone,Wiki,https://careers.insidehighered.com/job/1611090/assistant-professor-in-20th-and-21st-century-global-anglophone-poetry-and-poetics-tenure-track/
Marquette University (WI) - TT Assistant Professor of English - African Continental and Diasporic Literatures - SKYPE INTERVIEW STAGE,2019,http://www.marquette.edu/about/mission.php | http://employment.marquette.edu/postings/10359,TT,Anglophone,Wiki,http://www.marquette.edu/about/mission.php | http://employment.marquette.edu/postings/10359
National University of Singapore (SGP) - TT Assistant Professor in English Literature (incl. Postcolonial / World Lit.),2019,http://www.nus.edu.sg/careers/files/NUS-Personal-Data-Consent-for-Job-Applicants.pdf | mailto:ellbox10@nus.edu.sg | http://www.nus.edu.sg/careers/whyjoinus.htm | http://www.fas.nus.edu.sg/ell/ | https://academicjobsonline.org/ajo/jobs/12789,TT,Anglophone,Wiki,http://www.nus.edu.sg/careers/files/NUS-Personal-Data-Consent-for-Job-Applicants.pdf | mailto:ellbox10@nus.edu.sg | http://www.nus.edu.sg/careers/whyjoinus.htm | http://www.fas.nus.edu.sg/ell/ | https://academicjobsonline.org/ajo/jobs/12789
Occidental College (CA) - TT Asst. Professor - Indigenous/Settler Colonialism Studies - VIDEO INTERVIEW STAGE,2019,https://www.oxy.edu/critical-theory-social-justice,TT,Anglophone,Wiki,https://www.oxy.edu/critical-theory-social-justice
Oklahoma State University (OK) - TT Assistant Professor of 19th-C British and Anglophone Literature,2019,http://apply.interfolio.com/54670,TT,Anglophone,Wiki,http://apply.interfolio.com/54670
Pennsylvania State University (PA) - TT Open Rank Faculty Position in Critical/Comparative Ethnic Studies (joint appt. in English / Af-Am Studies),2019,http://la.psu.edu/about/diversity-and-inclusion/faculty | https://psu.jobs/job/83070,TT,Anglophone,Wiki,http://la.psu.edu/about/diversity-and-inclusion/faculty | https://psu.jobs/job/83070
Reed College (OR) - TT Asst. Professor - Postcolonial/Anglophone/Diaspora Literature - VIDEO INTERVIEW STAGE,2019,http://www.reed.edu/diversity | http://apply.interfolio.com/53226 | https://www.indeed.com/viewjob?jk=a0395d1065345357&tk=1ckkl3sm51bte3kg&from=serp&vjs=3,TT,Anglophone,Wiki,http://www.reed.edu/diversity | http://apply.interfolio.com/53226 | https://www.indeed.com/viewjob?jk=a0395d1065345357&tk=1ckkl3sm51bte3kg&from=serp&vjs=3
Ryerson University (CAN) - TT Asst. Professor - Nineteenth-Century Transnational Literature - SKYPE INTERVIEWS HELD,2019,https://www.ryerson.ca/content/dam/faculty-affairs/rfa-collective-agreement/RFA_CA_2015_to_2018.pdf | http://www.ryerson.ca/hr/benefits/benefits_by_group/rfa/index.html | https://hr.cf.ryerson.ca/ams/faculty/preview.cfm?posting_id=517972,TT,Anglophone,Wiki,https://www.ryerson.ca/content/dam/faculty-affairs/rfa-collective-agreement/RFA_CA_2015_to_2018.pdf | http://www.ryerson.ca/hr/benefits/benefits_by_group/rfa/index.html | https://hr.cf.ryerson.ca/ams/faculty/preview.cfm?posting_id=517972
San Diego State University (CA) - TT Asst. Professor - Black Literary/Cultural Studies CAMPUS VISITS COMPLETED,2019,https://apply.interfolio.com/52698 | https://careers.insidehighered.com/job/1578100/assistant-professor-black-literary-cultural-studies-/?TrackID=11#sc=rss&me=feed&cm=general,TT,Anglophone,Wiki,https://apply.interfolio.com/52698 | https://careers.insidehighered.com/job/1578100/assistant-professor-black-literary-cultural-studies-/?TrackID=11#sc=rss&me=feed&cm=general
San José State University (CA) - TT Assistant Professor - World or Global Literature - CAMPUS INTERVIEW STAGE,2019,https://apply.interfolio.com/54078 | https://careers.insidehighered.com/job/1601136/assistant-professor-world-or-global-literature/?TrackID=11,TT,Anglophone,Wiki,https://apply.interfolio.com/54078 | https://careers.insidehighered.com/job/1601136/assistant-professor-world-or-global-literature/?TrackID=11
"Southern Illinois University Edwardsville (IL) - TT Assistant Professor of English, Global Literatures - ADDITIONAL MATERIALS REQUESTED",2019,http://www.siue.edu/securityreport | http://www.siue.edu/employment/cas/FY19-080.shtml | https://www.higheredjobs.com/faculty/details.cfm?JobCode=176835545&Title=Assistant%20Professor%20of%20English%2C%20Global%20Literature%20%28FY19-080%29,TT,Anglophone,Wiki,http://www.siue.edu/securityreport | http://www.siue.edu/employment/cas/FY19-080.shtml | https://www.higheredjobs.com/faculty/details.cfm?JobCode=176835545&Title=Assistant%20Professor%20of%20English%2C%20Global%20Literature%20%28FY19-080%29
SUNY Geneseo (NY) - TT Assistant Professor - West African Literatures,2019,http://jobs.geneseo.edu/postings/2386,TT,Anglophone,Wiki,http://jobs.geneseo.edu/postings/2386
Temple University (PA) - TT Assistant Professor in Literature (Open Field - 19th c.-present) Specializing in Digital Humanities,2019,https://apply.interfolio.com/54127 | https://chroniclevitae.com/jobs/0000440872-01,TT,Anglophone,Wiki,https://apply.interfolio.com/54127 | https://chroniclevitae.com/jobs/0000440872-01
Trinity University (TX) - TT Asst. Professor - Anglophone Literature - CAMPUS INTERVIEW SCHEDULED,2019,http://apply.interfolio.com/53791,TT,Anglophone,Wiki,http://apply.interfolio.com/53791
Tulane University (LA) - TT Asst. Professor - Comparative / Transnational American Modernisms (Poetry),2019,mailto:rebecca@tulane.edu. | http://apply.interfolio.com/56758,TT,Anglophone,Wiki,mailto:rebecca@tulane.edu. | http://apply.interfolio.com/56758
"University of California Los Angeles (CA) - ""Ladder Faculty"" (Adv. Asst. - Full Prof.) - 20th-Century British and Anglophone Literature - ZOOM INTERVIEW STAGE",2019,https://recruit.apo.ucla.edu/apply/JPF03931 | https://www.higheredjobs.com/faculty/details.cfm?JobCode=176803495&Title=20th-Century%20British%20and%20Anglophone%20Women%E2%80%99s%20Literature%20Ladder%20Faculty,TT,Anglophone,Wiki,https://recruit.apo.ucla.edu/apply/JPF03931 | https://www.higheredjobs.com/faculty/details.cfm?JobCode=176803495&Title=20th-Century%20British%20and%20Anglophone%20Women%E2%80%99s%20Literature%20Ladder%20Faculty
University of Dayton (OH) - TT Assistant or Associate Professor in Global Anglophone/Postcolonial Literatures - SKYPE INTERVIEWS COMPLETED,2019,http://go.udayton.edu/npac | https://ecommons.udayton.edu/global_voices/ | https://www.udayton.edu/artssciences/english/ | http://jobs.udayton.edu/postings/27356 | https://chroniclevitae.com/jobs/0000446104-01,TT,Anglophone,Wiki,http://go.udayton.edu/npac | https://ecommons.udayton.edu/global_voices/ | https://www.udayton.edu/artssciences/english/ | http://jobs.udayton.edu/postings/27356 | https://chroniclevitae.com/jobs/0000446104-01
University of Florida (FL) - TT Asst. Professor - Critical Theory (incl. Post-Colonial) + Modernist / Contemporary Literature,2019,http://apply.interfolio.com/56289 | https://chroniclevitae.com/jobs/134130-56289,TT,Anglophone,Wiki,http://apply.interfolio.com/56289 | https://chroniclevitae.com/jobs/134130-56289
University of North Carolina at Greensboro (NC) - TT Assistant Professor of Postcolonial and World Literatures - CAMPUS INTERVIEW STAGE,2019,https://apo.ucsc.edu/docs/dossier.pdf | https://spartantalent.uncg.edu/postings/12068,TT,Anglophone,Wiki,https://apo.ucsc.edu/docs/dossier.pdf | https://spartantalent.uncg.edu/postings/12068
"University of Toronto Mississauga - TT Asst./Assoc. Professor, South Asian Literatures",2019,http://www.utm.utoronto.ca/english-drama/ | http://www.utm.utoronto.ca/english-drama/ | http://www.english.utoronto.ca/ | http://www.utoronto.ca/ | http://uoft.me/how-to-apply | mailto:edassist.utm@utoronto.ca | http://uoft.me/ | https://utoronto.taleo.net/careersection/10050/jobdetail.ftl?job=1804022&tz=GMT-04%3A00 | https://utoronto.taleo.net/careersection/10050/jobdetail.ftl?job=1804022&tz=GMT-04%3A00,TT,Anglophone,Wiki,http://www.utm.utoronto.ca/english-drama/ | http://www.utm.utoronto.ca/english-drama/ | http://www.english.utoronto.ca/ | http://www.utoronto.ca/ | http://uoft.me/how-to-apply | mailto:edassist.utm@utoronto.ca | http://uoft.me/ | https://utoronto.taleo.net/careersection/10050/jobdetail.ftl?job=1804022&tz=GMT-04%3A00 | https://utoronto.taleo.net/careersection/10050/jobdetail.ftl?job=1804022&tz=GMT-04%3A00
Western Washington University (WA) - TT Asst. Professor - Black Diasporic Literature - CAMPUS INTERVIEW STAGE,2019,https://chss.wwu.edu/english | http://employment.wwu.edu/cw/en-us/job/496098,TT,Anglophone,Wiki,https://chss.wwu.edu/english | http://employment.wwu.edu/cw/en-us/job/496098
Yale University (CT) - TT Asst. Professor in World Anglophone Literature - MLA INTERVIEW STAGE,2019,http://apply.interfolio.com/54705,TT,Anglophone,Wiki,http://apply.interfolio.com/54705
"Newcastle University (UK) - Research Associate (Postcolonial/Diasporic/World Literatures), 2 Yr Postdoc",2019,https://postcolonialpc.com/about/ | http://www.ncl.ac.uk/about/athena-swan/awards/ | http://www.ncl.ac.uk/hr/about/researchers/concordat.php | http://ec.europa.eu/euraxess/ | mailto:James.Procter@Newcastle.ac.uk | mailto:James.Annesley@Newcastle.ac.uk | https://vacancies.ncl.ac.uk/ViewAttachment.aspx?enc=jmxpV+AcVus8i/wvT3FZXrrCOvCUGNWd9uca/tGZrAKVXl67BfLZcSTufyt3bM5WxidtNjGLzNJJLN8HJxdrECuxkovfvLoJSdVi3Y1J9ujqpf/Yr5SkHjBWKnjezTC8 | https://www.jobs.ac.uk/job/BOW678/research-associate-postcolonial-diasporic-world-literatures-b178123r,TT,Anglophone,Wiki,https://postcolonialpc.com/about/ | http://www.ncl.ac.uk/about/athena-swan/awards/ | http://www.ncl.ac.uk/hr/about/researchers/concordat.php | http://ec.europa.eu/euraxess/ | mailto:James.Procter@Newcastle.ac.uk | mailto:James.Annesley@Newcastle.ac.uk | https://vacancies.ncl.ac.uk/ViewAttachment.aspx?enc=jmxpV+AcVus8i/wvT3FZXrrCOvCUGNWd9uca/tGZrAKVXl67BfLZcSTufyt3bM5WxidtNjGLzNJJLN8HJxdrECuxkovfvLoJSdVi3Y1J9ujqpf/Yr5SkHjBWKnjezTC8 | https://www.jobs.ac.uk/job/BOW678/research-associate-postcolonial-diasporic-world-literatures-b178123r
"Arkansas State University (Jonesboro, AR) - TT Asst. Professor - British Literature (Romantic Era to present) - ZOOM INTERVIEW STAGE ",2019,https://www.higheredjobs.com/faculty/details.cfm?JobCode=176937909&Title=Assistant%20Professor%209%20Mo%20%28F00094%29,TT,Romanticism/Victorian/19th,Wiki,https://www.higheredjobs.com/faculty/details.cfm?JobCode=176937909&Title=Assistant%20Professor%209%20Mo%20%28F00094%29
"MEDICINE HAT COLLEGE, Medicine Hat, Alberta-OFFER ACCEPTED",2019,http://www.mhc.ab.ca/ | mailto:hr@mhc.ab.ca | mailto:hr@mhc.ab.ca?subject=Application%20for%20Competition%20%23119062%20via%20website | https://www.mhc.ab.ca/employees/facultyassociation,TT,Romanticism/Victorian/19th,Wiki,http://www.mhc.ab.ca/ | mailto:hr@mhc.ab.ca | mailto:hr@mhc.ab.ca?subject=Application%20for%20Competition%20%23119062%20via%20website | https://www.mhc.ab.ca/employees/facultyassociation
Maria Curie-Sklodowska University of Lublin (POL) - Assistant Professor in the Department of Anglo-Irish Literature (British Victorian Literature),2019,,TT,Romanticism/Victorian/19th,Wiki,
Molloy College (NY) - TT Asst. Professor - Renaissance OR 19th c. British Literature - ZOOM INTERVIEW STAGE,2019,https://www.higheredjobs.com/faculty/details.cfm?JobCode=176864482&Title=Assistant%20Professor%20of%20English,TT,Romanticism/Victorian/19th,Wiki,https://www.higheredjobs.com/faculty/details.cfm?JobCode=176864482&Title=Assistant%20Professor%20of%20English
"University of Oxford, Pembroke College (UK) - Tutorial Fellow and Professor or Associate Professor of English Language and Literature",2019,https://www.english.ox.ac.uk/course-structure | http://www.pmb.ox.ac.uk/about-pembroke/vacancies | mailto:academic.office@pmb.ox.ac.uk,TT,Romanticism/Victorian/19th,Wiki,https://www.english.ox.ac.uk/course-structure | http://www.pmb.ox.ac.uk/about-pembroke/vacancies | mailto:academic.office@pmb.ox.ac.uk
Duquesne University (PA) - TT Asst. Professor - 19th C. British Literature - SEARCH CANCELLED,2019,https://duq.edu/academics/schools/liberal-arts/academic-programs/english | http://www.hercjobs.org/oh-western-pa-wv/ | http://www.duq.edu/about/mission-and-identity/mission-statement | http://apply.interfolio.com/53703 | https://www.higheredjobs.com/faculty/details.cfm?JobCode=176799038&Title=Assistant%20Professor%20in%2019th%20Century%20British%20Literature,TT,Romanticism/Victorian/19th,Wiki,https://duq.edu/academics/schools/liberal-arts/academic-programs/english | http://www.hercjobs.org/oh-western-pa-wv/ | http://www.duq.edu/about/mission-and-identity/mission-statement | http://apply.interfolio.com/53703 | https://www.higheredjobs.com/faculty/details.cfm?JobCode=176799038&Title=Assistant%20Professor%20in%2019th%20Century%20British%20Literature
Hampden-Sydney College (VA) - TT Asst. Professor - 19th C. British Literature - OFFER ACCEPTED,2019,http://apply.interfolio.com/54690 | https://chroniclevitae.com/jobs/0000442236-01,TT,Romanticism/Victorian/19th,Wiki,http://apply.interfolio.com/54690 | https://chroniclevitae.com/jobs/0000442236-01
Oklahoma State University (OK) - TT Assistant Professor of 19th-C British and Anglophone Literature - CAMPUS INTERVIEW STAGE,2019,http://apply.interfolio.com/54670,TT,Romanticism/Victorian/19th,Wiki,http://apply.interfolio.com/54670
Ryerson University (CAN) - TT Asst. Professor - Nineteenth-Century Transnational Literature - OFFER ACCEPTED,2019,https://www.ryerson.ca/content/dam/faculty-affairs/rfa-collective-agreement/RFA_CA_2015_to_2018.pdf | http://www.ryerson.ca/hr/benefits/benefits_by_group/rfa/index.html | https://hr.cf.ryerson.ca/ams/faculty/preview.cfm?posting_id=517972,TT,Romanticism/Victorian/19th,Wiki,https://www.ryerson.ca/content/dam/faculty-affairs/rfa-collective-agreement/RFA_CA_2015_to_2018.pdf | http://www.ryerson.ca/hr/benefits/benefits_by_group/rfa/index.html | https://hr.cf.ryerson.ca/ams/faculty/preview.cfm?posting_id=517972
Skidmore College (NY) - TT Assistant Professor of English: British Romanticism/Long 18th Century - ZOOM INTERVIEW STAGE,2019,https://careers.skidmore.edu/postings/2132 | https://chroniclevitae.com/jobs/0000429111-01,TT,Romanticism/Victorian/19th,Wiki,https://careers.skidmore.edu/postings/2132 | https://chroniclevitae.com/jobs/0000429111-01
University of Chicago (IL) - TT Assistant Professor in Romantic Literature - ADDITIONAL MATERIALS REQUESTED,2019,http://www.uchicago.edu/about/non_discrimination_statement/,TT,Romanticism/Victorian/19th,Wiki,http://www.uchicago.edu/about/non_discrimination_statement/
University of North Texas (TX) - TT Asst. Professor - British Romanticism -REQUEST FOR ADDITIONAL MATERIALS,2019,https://facultyjobs.unt.edu/applicants/jsp/shared/position/JobDetails_css.jsp?postingId=184589 | https://www.higheredjobs.com/faculty/details.cfm?JobCode=176823272&Title=Assistant%20Professor,TT,Romanticism/Victorian/19th,Wiki,https://facultyjobs.unt.edu/applicants/jsp/shared/position/JobDetails_css.jsp?postingId=184589 | https://www.higheredjobs.com/faculty/details.cfm?JobCode=176823272&Title=Assistant%20Professor
